tax_id	NZ	order	phylum	genus	family	species	class
1307	NZ_CP017667.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus suis	Bacilli
342451	NC_007350.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus saprophyticus	Bacilli
342451	NC_007351.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus saprophyticus	Bacilli
342451	NC_007352.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus saprophyticus	Bacilli
1387353	NZ_CP019082.1	Planctomycetales	Planctomycetes	Paludisphaera	Isosphaeraceae	Paludisphaera borealis	Planctomycetia
1387353	NZ_CP019083.1	Planctomycetales	Planctomycetes	Paludisphaera	Isosphaeraceae	Paludisphaera borealis	Planctomycetia
1387353	NZ_CP019084.1	Planctomycetales	Planctomycetes	Paludisphaera	Isosphaeraceae	Paludisphaera borealis	Planctomycetia
562	NZ_CP031609.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP031610.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
446	NZ_CP015927.1	Legionellales	Proteobacteria	Legionella	Legionellaceae	Legionella pneumophila	Gammaproteobacteria
2055892	NZ_CP025000.1	Alteromonadales	Proteobacteria	Idiomarina	Idiomarinaceae	Idiomarina sp. X4	Gammaproteobacteria
754476	NZ_CP021973.1	Thiotrichales	Proteobacteria	Methylophaga	Piscirickettsiaceae	Methylophaga nitratireducenticrescens	Gammaproteobacteria
754476	NZ_CP021975.1	Thiotrichales	Proteobacteria	Methylophaga	Piscirickettsiaceae	Methylophaga nitratireducenticrescens	Gammaproteobacteria
754476	NZ_CP021974.1	Thiotrichales	Proteobacteria	Methylophaga	Piscirickettsiaceae	Methylophaga nitratireducenticrescens	Gammaproteobacteria
59202	NZ_LS483456.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
718192	NZ_CP034759.1	Alteromonadales	Proteobacteria	Litorilituus	Colwelliaceae	Litorilituus sediminis	Gammaproteobacteria
2051552	NZ_CP023435.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium sp. PYR15	Actinobacteria
48296	NZ_CP029610.1	Pseudomonadales	Proteobacteria	Acinetobacter	Moraxellaceae	Acinetobacter pittii	Gammaproteobacteria
48296	NZ_CP029611.1	Pseudomonadales	Proteobacteria	Acinetobacter	Moraxellaceae	Acinetobacter pittii	Gammaproteobacteria
408	NZ_LT962688.1	Rhizobiales	Proteobacteria	Methylorubrum	Methylobacteriaceae	Methylorubrum extorquens	Alphaproteobacteria
562	NZ_AP018802.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_AP018803.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_AP018804.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_AP018805.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_AP018806.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_AP018807.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
283942	NC_006512.1	Alteromonadales	Proteobacteria	Idiomarina	Idiomarinaceae	Idiomarina loihiensis	Gammaproteobacteria
706191	NC_013956.2	Enterobacterales	Proteobacteria	Pantoea	Erwiniaceae	Pantoea ananatis	Gammaproteobacteria
747	NZ_CP015563.1	Pasteurellales	Proteobacteria	Pasteurella	Pasteurellaceae	Pasteurella multocida	Gammaproteobacteria
1355015	NZ_CP022433.1	Streptomycetales	Actinobacteria	Streptomyces	Streptomycetaceae	Streptomyces pluripotens	Actinobacteria
1273687	NZ_CP009914.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium sp. VKM Ac-1817D	Actinobacteria
28197	NZ_LT906455.1	Campylobacterales	Proteobacteria	Arcobacter	Campylobacteraceae	Arcobacter butzleri	Epsilonproteobacteria
1454642	NZ_CP007523.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
542	NZ_CP035713.1	Sphingomonadales	Proteobacteria	Zymomonas	Sphingomonadaceae	Zymomonas mobilis	Alphaproteobacteria
562	NZ_CP027338.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP027339.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1434191	NZ_CP018911.1	Rhodobacterales	Proteobacteria	Glycocaulis	Hyphomonadaceae	Glycocaulis alkaliphilus	Alphaproteobacteria
561879	NZ_CP018197.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus safensis	Bacilli
561879	NZ_CP018198.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus safensis	Bacilli
2211210	NZ_CP029642.1	Micrococcales	Actinobacteria	Arthrobacter	Micrococcaceae	Arthrobacter sp. DCT-5	Actinobacteria
2211210	NZ_CP029643.1	Micrococcales	Actinobacteria	Arthrobacter	Micrococcaceae	Arthrobacter sp. DCT-5	Actinobacteria
1280	NZ_LR134093.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
552531	NC_017214.1	Bifidobacteriales	Actinobacteria	Bifidobacterium	Bifidobacteriaceae	Bifidobacterium animalis	Actinobacteria
1911587	NZ_CP017762.1	Bacillales	Firmicutes	Virgibacillus	Bacillaceae	Virgibacillus sp. 6R	Bacilli
1639	NZ_CP028410.1	Bacillales	Firmicutes	Listeria	Listeriaceae	Listeria monocytogenes	Bacilli
1305	NZ_LS483346.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus sanguinis	Bacilli
303	NZ_LT707061.1	Pseudomonadales	Proteobacteria	Pseudomonas	Pseudomonadaceae	Pseudomonas putida	Gammaproteobacteria
520	NZ_CP025381.1	Burkholderiales	Proteobacteria	Bordetella	Alcaligenaceae	Bordetella pertussis	Betaproteobacteria
520	NZ_CP010962.1	Burkholderiales	Proteobacteria	Bordetella	Alcaligenaceae	Bordetella pertussis	Betaproteobacteria
930166	NZ_LT629713.1	Pseudomonadales	Proteobacteria	Pseudomonas	Pseudomonadaceae	Pseudomonas brassicacearum	Gammaproteobacteria
214888	NZ_CP024963.1	Entomoplasmatales	Tenericutes	Entomoplasma	Entomoplasmataceae	Entomoplasma luminosum	Mollicutes
548	NZ_LR134210.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134211.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134212.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
548	NZ_LR134213.1	Enterobacterales	Proteobacteria	Klebsiella	Enterobacteriaceae	Klebsiella aerogenes	Gammaproteobacteria
2126319	NZ_CP027773.1	Burkholderiales	Proteobacteria	Variovorax	Comamonadaceae	Variovorax sp. PMC12	Betaproteobacteria
2126319	NZ_CP027774.1	Burkholderiales	Proteobacteria	Variovorax	Comamonadaceae	Variovorax sp. PMC12	Betaproteobacteria
730	NZ_CP015434.1	Pasteurellales	Proteobacteria	Haemophilus	Pasteurellaceae	[Haemophilus] ducreyi	Gammaproteobacteria
1089446	NC_017462.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium pseudotuberculosis	Actinobacteria
1241981	NZ_CP033924.1	Flavobacteriales	Bacteroidetes	Chryseobacterium	Flavobacteriaceae	Chryseobacterium lactis	Flavobacteriia
1280	NZ_CP019945.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
562	NZ_LR134340.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
768493	NC_017573.1	Enterobacterales	Proteobacteria	Serratia	Yersiniaceae	Serratia sp. AS13	Gammaproteobacteria
1173427	NC_021844.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
1173427	NC_021817.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
1719	NZ_CP035715.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium pseudotuberculosis	Actinobacteria
60550	NZ_CP024902.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia pyrrocinia	Betaproteobacteria
60550	NZ_CP024903.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia pyrrocinia	Betaproteobacteria
60550	NZ_CP024904.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia pyrrocinia	Betaproteobacteria
445985	NC_011728.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011724.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011731.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011735.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011720.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011736.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011722.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011782.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011783.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011780.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011779.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011781.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011785.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011778.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
445985	NC_011784.1	Spirochaetales	Spirochaetes	Borreliella	Borreliaceae	Borreliella burgdorferi	Spirochaetia
634499	NC_012214.1	Enterobacterales	Proteobacteria	Erwinia	Erwiniaceae	Erwinia pyrifoliae	Gammaproteobacteria
634499	NC_013264.1	Enterobacterales	Proteobacteria	Erwinia	Erwiniaceae	Erwinia pyrifoliae	Gammaproteobacteria
634499	NC_013265.1	Enterobacterales	Proteobacteria	Erwinia	Erwiniaceae	Erwinia pyrifoliae	Gammaproteobacteria
634499	NC_013954.1	Enterobacterales	Proteobacteria	Erwinia	Erwiniaceae	Erwinia pyrifoliae	Gammaproteobacteria
634499	NC_013263.1	Enterobacterales	Proteobacteria	Erwinia	Erwiniaceae	Erwinia pyrifoliae	Gammaproteobacteria
93221	NZ_CP010310.2	Burkholderiales	Proteobacteria	Pandoraea	Burkholderiaceae	Pandoraea pulmonicola	Betaproteobacteria
1314	NZ_CP023769.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus pyogenes	Bacilli
96345	NZ_CP008883.1	Flavobacteriales	Bacteroidetes	Flavobacterium	Flavobacteriaceae	Flavobacterium psychrophilum	Flavobacteriia
1719	NZ_CP023395.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium pseudotuberculosis	Actinobacteria
487	NZ_CP016653.1	Neisseriales	Proteobacteria	Neisseria	Neisseriaceae	Neisseria meningitidis	Betaproteobacteria
1280	NZ_LR134086.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus aureus	Bacilli
562	NZ_CP024978.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP024975.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP024976.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP024977.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
321314	NC_006905.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
321314	NC_006856.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
321314	NC_006855.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
1310	NZ_CP029560.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus sobrinus	Bacilli
101571	NZ_CM003771.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia ubonensis	Betaproteobacteria
101571	NZ_CM003772.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia ubonensis	Betaproteobacteria
101571	NZ_LNJU01000002.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia ubonensis	Betaproteobacteria
101571	NZ_LNJU01000003.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia ubonensis	Betaproteobacteria
101571	NZ_LNJU01000004.1	Burkholderiales	Proteobacteria	Burkholderia	Burkholderiaceae	Burkholderia ubonensis	Betaproteobacteria
1842540	NZ_CP016448.1	Nitrosomonadales	Proteobacteria	Methyloversatilis	Sterolibacteriaceae	Methyloversatilis sp. RAC08	Betaproteobacteria
656024	NC_015656.1	Frankiales	Actinobacteria	Frankia	Frankiaceae	Frankia symbiont of Datisca glomerata	Actinobacteria
656024	NC_015664.1	Frankiales	Actinobacteria	Frankia	Frankiaceae	Frankia symbiont of Datisca glomerata	Actinobacteria
656024	NC_015657.1	Frankiales	Actinobacteria	Frankia	Frankiaceae	Frankia symbiont of Datisca glomerata	Actinobacteria
1719	NZ_CP008923.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium pseudotuberculosis	Actinobacteria
562	NZ_CP021335.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP021336.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP021337.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP027440.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
562	NZ_CP027441.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
1491	NZ_CP013242.1	Clostridiales	Firmicutes	Clostridium	Clostridiaceae	Clostridium botulinum	Clostridia
1491	NZ_CP013241.1	Clostridiales	Firmicutes	Clostridium	Clostridiaceae	Clostridium botulinum	Clostridia
1412526	NZ_CP007382.2	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
1773	NZ_CP022014.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium tuberculosis	Actinobacteria
1434072	NZ_LT629787.1	Pseudomonadales	Proteobacteria	Pseudomonas	Pseudomonadaceae	Pseudomonas salegens	Gammaproteobacteria
1340842	NZ_CP017456.1	Campylobacterales	Proteobacteria	Campylobacter	Campylobacteraceae	Campylobacter jejuni	Epsilonproteobacteria
1282	NZ_CP022247.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus epidermidis	Bacilli
1282	NZ_CP022249.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus epidermidis	Bacilli
1282	NZ_CP022250.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus epidermidis	Bacilli
1282	NZ_CP022251.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus epidermidis	Bacilli
1282	NZ_CP022252.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus epidermidis	Bacilli
1282	NZ_CP022248.1	Bacillales	Firmicutes	Staphylococcus	Staphylococcaceae	Staphylococcus epidermidis	Bacilli
265311	NC_006055.1	Entomoplasmatales	Tenericutes	Mesoplasma	Entomoplasmataceae	Mesoplasma florum	Mollicutes
288	NZ_CP023464.1	Alteromonadales	Proteobacteria	Pseudoalteromonas	Pseudoalteromonadaceae	Pseudoalteromonas atlantica	Gammaproteobacteria
1804624	NZ_AP019307.1	Propionibacteriales	Actinobacteria	Nocardioides	Nocardioidaceae	Nocardioides baekrokdamisoli	Actinobacteria
1314884	NC_021181.2	Lactobacillales	Firmicutes	Lactobacillus	Lactobacillaceae	Lactobacillus acidophilus	Bacilli
419947	NZ_CP016972.1	Corynebacteriales	Actinobacteria	Mycobacterium	Mycobacteriaceae	Mycobacterium tuberculosis	Actinobacteria
336810	NZ_CP029017.1	Flavobacteriales	Bacteroidetes	Candidatus Sulcia	unclassified	Candidatus Sulcia muelleri	Flavobacteriia
1051973	NZ_CP015235.1	Corynebacteriales	Actinobacteria	Rhodococcus	Nocardiaceae	Rhodococcus fascians	Actinobacteria
1051973	NZ_CP015236.1	Corynebacteriales	Actinobacteria	Rhodococcus	Nocardiaceae	Rhodococcus fascians	Actinobacteria
1051973	NZ_CP015237.1	Corynebacteriales	Actinobacteria	Rhodococcus	Nocardiaceae	Rhodococcus fascians	Actinobacteria
726	NZ_CP031240.1	Pasteurellales	Proteobacteria	Haemophilus	Pasteurellaceae	Haemophilus haemolyticus	Gammaproteobacteria
562	NZ_CP025716.1	Enterobacterales	Proteobacteria	Escherichia	Enterobacteriaceae	Escherichia coli	Gammaproteobacteria
685565	NZ_AP017560.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
685565	NZ_AP017561.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
685565	NZ_AP017562.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
685565	NZ_AP017563.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
685565	NZ_AP017564.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
685565	NZ_AP017565.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
685565	NZ_AP017566.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
685565	NZ_AP017567.1	Synechococcales	Cyanobacteria	Pseudanabaena	Pseudanabaenaceae	Pseudanabaena sp. ABRG5-3	unclassified
302912	NZ_CP028460.1	Bifidobacteriales	Actinobacteria	Bifidobacterium	Bifidobacteriaceae	Bifidobacterium animalis	Actinobacteria
135719	NZ_AP018664.1	Sphingomonadales	Proteobacteria	Sphingobium	Sphingomonadaceae	Sphingobium amiense	Alphaproteobacteria
135719	NZ_AP018665.1	Sphingomonadales	Proteobacteria	Sphingobium	Sphingomonadaceae	Sphingobium amiense	Alphaproteobacteria
135719	NZ_AP018666.1	Sphingomonadales	Proteobacteria	Sphingobium	Sphingomonadaceae	Sphingobium amiense	Alphaproteobacteria
135719	NZ_AP018667.1	Sphingomonadales	Proteobacteria	Sphingobium	Sphingomonadaceae	Sphingobium amiense	Alphaproteobacteria
135719	NZ_AP018668.1	Sphingomonadales	Proteobacteria	Sphingobium	Sphingomonadaceae	Sphingobium amiense	Alphaproteobacteria
135719	NZ_AP018669.1	Sphingomonadales	Proteobacteria	Sphingobium	Sphingomonadaceae	Sphingobium amiense	Alphaproteobacteria
135719	NZ_AP018670.1	Sphingomonadales	Proteobacteria	Sphingobium	Sphingomonadaceae	Sphingobium amiense	Alphaproteobacteria
1398	NZ_CP017888.1	Bacillales	Firmicutes	Bacillus	Bacillaceae	Bacillus coagulans	Bacilli
1724	NZ_LS483464.1	Corynebacteriales	Actinobacteria	Corynebacterium	Corynebacteriaceae	Corynebacterium renale	Actinobacteria
727	NZ_CP031685.1	Pasteurellales	Proteobacteria	Haemophilus	Pasteurellaceae	Haemophilus influenzae	Gammaproteobacteria
1436725	NZ_CM003135.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848304.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848305.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848306.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848307.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848308.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848309.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848310.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848311.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848312.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848313.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848314.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848315.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848316.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848317.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
1436725	NZ_KN848318.1	Lactobacillales	Firmicutes	Streptococcus	Streptococcaceae	Streptococcus thermophilus	Bacilli
2267264	NZ_CP031010.1	Alteromonadales	Proteobacteria	Alteromonas	Alteromonadaceae	Alteromonas sp. RKMC-009	Gammaproteobacteria
408	NZ_CP019322.1	Rhizobiales	Proteobacteria	Methylorubrum	Methylobacteriaceae	Methylorubrum extorquens	Alphaproteobacteria
1639	NZ_CP020832.1	Bacillales	Firmicutes	Listeria	Listeriaceae	Listeria monocytogenes	Bacilli
1300254	NC_023045.1	Alteromonadales	Proteobacteria	Alteromonas	Alteromonadaceae	Alteromonas mediterranea	Gammaproteobacteria
871585	NC_016603.1	Pseudomonadales	Proteobacteria	Acinetobacter	Moraxellaceae	Acinetobacter pittii	Gammaproteobacteria
110662	NC_007516.1	Synechococcales	Cyanobacteria	Synechococcus	Synechococcaceae	Synechococcus sp. CC9605	unclassified
520	NZ_CP016958.1	Burkholderiales	Proteobacteria	Bordetella	Alcaligenaceae	Bordetella pertussis	Betaproteobacteria
28141	NZ_CP027109.1	Enterobacterales	Proteobacteria	Cronobacter	Enterobacteriaceae	Cronobacter sakazakii	Gammaproteobacteria
28141	NZ_CP027110.1	Enterobacterales	Proteobacteria	Cronobacter	Enterobacteriaceae	Cronobacter sakazakii	Gammaproteobacteria
1580596	NZ_CP010715.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010716.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010717.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010718.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010719.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010720.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010721.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010722.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010723.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1580596	NZ_CP010724.1	Rhodobacterales	Proteobacteria	Phaeobacter	Rhodobacteraceae	Phaeobacter piscinae	Alphaproteobacteria
1352	NZ_LR135482.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_LR135483.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_LR135484.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_LR135485.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_LR135486.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
1352	NZ_LR135487.1	Lactobacillales	Firmicutes	Enterococcus	Enterococcaceae	Enterococcus faecium	Bacilli
149539	NZ_CP018642.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
149539	NZ_CP018643.1	Enterobacterales	Proteobacteria	Salmonella	Enterobacteriaceae	Salmonella enterica	Gammaproteobacteria
1332264	NZ_CP019606.1	Propionibacteriales	Actinobacteria	Tessaracoccus	Propionibacteriaceae	Tessaracoccus aquimaris	Actinobacteria
96345	NZ_CP008878.1	Flavobacteriales	Bacteroidetes	Flavobacterium	Flavobacteriaceae	Flavobacterium psychrophilum	Flavobacteriia
200991	NZ_CP013659.2	Bacillales	Firmicutes	Planococcus	Planococcaceae	Planococcus rifietoensis	Bacilli
576610	NZ_LT606950.1	Burkholderiales	Proteobacteria	Polynucleobacter	Burkholderiaceae	Polynucleobacter necessarius	Betaproteobacteria
